LWL number	"not in catalogue...(500)"	BM reg number	quoted description	in BM online (520)	264 year(s)	655 years	majority year	description
8381358	True	[]	False	False	[]	['1802', '1802']	1802	A black woman in a head-scarf and holding a handkerchief to her eyes, kneels before an angry white man, hands in his pockets, who glares back at her. She pleads, "Thomas my sweet heart so dear, those looks will make Adela wild, I repent, and will tell thee the truth, 'twas my master that got me beguiled.
8385072	False	[]	False	False	[]	['1769', '1769', '1769']	1769	A laughing well-dressed man looks through a large round glass, his left hand in his pocket. A bailiff, standing to his left, puts his hand on the man's left arm while presenting him with a writ. In the background is a large, four-story building in front of which stands a sedan chair. From a building across the street hangs a large sign with Shakespeare's likeness, signed 'Shakespear.'
8385129	False	[]	False	False	[]	['1769', '1769', '1769']	1769	A laughing well-dressed man looks through a large round glass, his left hand in his pocket. A bailiff, standing to his left, puts his hand on the man's left arm while presenting him with a writ. In the background is a large, four-story building in front of which stands a sedan chair. From a building across the street hangs a large sign with Shakespeare's likeness, signed 'Shakespear.'
8385508	True	[]	False	False	[]	['1769', '1769']	1769	In a large room of an employment agency, prospective employers interview their protential hires. At the extreme right is a desk with the manager of the agency sitting behind it . On the desk is large open volume entitled "Order from Covent Garden for tid-bits". Next to it lies a note, "To Mr. Double Face, Statute Hall." In the foreground, next to the desk, a young man and woman sit on a bench waiting their turn. Numerous pairs around the room conduct interviews, including an older woman examining the face of a young manservant; a macaroni feeling the bosom of a maidservant; an old woman in spectacles poking the chest of a large coachman with a whip in his hand; a bishop leering at a young woman holding a box under her arm; and a pair in the background on the left holding a paper "Hell Fire Jack at the Bedford". In the background on the far right two young women stand against the wall, under an advertisement: "Two ladies want places with single gentlemen willing to do any thing." Other advertisements hang on the back wall.
8385553	True	[]	True	True	['1802', '1802']	['1802', '1802', '1802', '1802']	1802	"The blacksmith, wearing a parsonic hat, wig, and gown, stands in the middle of his smithy between two couples. He holds the wrist of an elderly and eager woman (left), addressing a young one (right). Beneath the design: 'A Lady of Sixty, and a young woman of seventeen, lately presented themselves with their paramours at Gretna Green. "Hold hold (said the Matrimonial Vulcan to the Virgin) you are young and can wait a little, I see your Grandmother is impatient, let me put on her fetters first.'"--British Museum online catalogue.
8385616	True	[]	False	False	[]	['1769', '1769', '1769']	1769	In a paneled room hung with mirrors and a clock, the master of the house, in dressing gown and nightcap, puts his hand on the bosom of a maid who serves him biscuits. Next to him a clergyman looks adoringly at the lady of the house on his left. In his hand is an open volume with text "A sermon, I am sick of love."  She is dressed in a wrap and cap and, while smiling at the clergyman, surreptitiously takes a letter from a black servant boy who approaches from behind her chair. A parrot in a cage hanging above them sings, "Caesar and Pompey were both of them horned." A squirrel sits on a stool next to the table. In the foreground, a monkey sits on the floor, reading "A dissertation on winding up the clock, by Tristam Shandy." On the extreme left, a footman with a long unbraided queue is trying to push out of the room a bill collector who came in to present a tailor's bill.
8388314	True	['1948,0214.672']	True	True	[]	['1803', '1819', '1819']	1819	"Social satire: an old woman with bald head in her night-dress handed a candle by her maid."--British Museum online catalogue.
8389607	False	[]	False	False	[]	['1769', '1769', '1769']	1769	Design based on true incident in 1768 during construction of the Grafton House.
8391078	True	['1948,0214.713', '1985,0119.182']	True	True	[]	['1803', '1807', '1817']	1803	"A father leaves his tearful wife and daughter to go to Uxbridge by canal, on "veighty business", with striped trousers to make him look like a sailor, and having made his will in case of accident; his wife begs him to "mind the nasty hedges, and the hugly Coal barges"."--British Museum online catalogue, description of an earlier state.
8393183	True	[]	False	False	['1803', '1803']	['1803', '1803']	1803	A fat woman sits on a sofa next to a thin man as she sings and plays a lute, apparently very badly given the pained look on the man's face.
8393355	True	[]	False	False	[]	['1803', '1803']	1803	A corpulent man with a huge stomach and red checks and nose stands before a large woman, a fishmonger at a crowd market.  A young attractive woman in the background holds a basket on her head. Other tradeswomen smoke pipes in the crowd behind the fish stand.
8393828	False	[]	False	False	[]	['1803', '1803', '1803']	1803	Napolean straddles a prancing horse, over a globe of the earth.
8394514	False	[]	False	False	[]	['1803', '1803', '1803']	1803	A man with a large belly leans against some casks as he smiles and holds up a large mug of beer in his right hand; in his left, he holds a pipe.
8394692	True	[]	False	False	['1803', '1803']	['1803', '1803']	1803	A angry old hag sitting in a chair is lowered into a body of water by jeering crowd.  A little boy on the right urinates in her direction.  A cat in a bowl floating in the water howls in her direction. A calf sits between the large man blowing a trumput. Various people in the crowd show their merriment by dancing, hitting a pot with a hammer, blowing a horn, and drinking gin.
8394790	True	[]	False	False	[]	['1803', '1803']	1803	On the left an emaciated patient sits in a chair next to a table filled with medicine bottles with labels reading: James's Powders, [La]udanum, Sweating Draught, Opening Draught, Emetic. Beneath are a cask labeled "Peruvian bark" and a jug labeled 'Garlic".  From the right a group of nine physicians carry letters of thanks to their "friend" Influenza and converse about the benefits they have reaped from his visitation to the city.
8394949	True	[]	False	False	[]	['1803', '1803', '1803', '1803']	1803	Two men and a dog in a row boat in rough water.
8395806	False	[]	False	False	[]	['1769', '1769', '1769']	1769	A devil (demon) holds an executioner's axe on the right as Bute, Bedford, and Holland sit round a table settling Lord Holland's accounts.
8397833	False	[]	False	False	[]	[]	0000	Watercolor drawing showing Horace Walpole without a wig, on the left, facing the viewer, with a letter in hand; the caption under this image reads "after breakfast & in his study."  In the center, Walpole with his wig and still with a letter in hand, his other arm bent and raised; the caption under this image reads "Before dinner, when drest, in the cabinet." The third image of Walpole, on the right, shows only his back, shoulders hunched and bent forward; the caption under this image reads "After dinner, & in the gallery."
8404173	True	[]	False	False	[]	['1803', '1803', '1803']	1803	A group of men dining around a table, one pouring gravy into the pocket of another.
8420227	False	[]	False	False	[]	['1769', '1769']	1769	A tall, thin old woman receives dance instruction from a small dancing master as he holds a violin in one hand.  Above them a painting on the wall shows a monkey and a cat in a similarly engaged. Behind them on the right near the door, two young girls look at the scene smiling and whispering together. The room is empty except for a coat is thrown over a side chair; the wooden floorboards with nails are bare.
8420752	True	[]	False	False	[]	['1768', '1768', '1768']	1768	In a well furnished room a young, handsome curate is seated at one end of a sofa, surrounded by five admiring women of various ages, drinking tea and eating a biscuit. A little pug is begging for a treat. At the other end of the sofa, sits alone a very disconsolate young man, probably a veteran, with a wooden leg. His only companion is a large dog resting his head on his master's thigh. Between the soldier and the group on his left lies an open book, The Church triumphant - cedunt arma togae. Behind the sofa, a painting on the wall shows an old man being burned at stake by a group of soldiers.
8426534	True	[]	False	False	[]	['1804', '1804', '1794']	1804	In the top half of the image, three soldiers in full dress uniform assume exaggerated, ballet-like poses, their rifles in hand; each pose is identified above, left to right: 'shoulder arms', 'present arms', and order arms'.  In the lower half, two soldiers also pose: 'charge bayonet' and 'at ease'.
8427076	True	[]	True	True	['1804', '1804']	['1804', '1804', '1804']	1804	"A master advances on a maid in his wife's dressing room, who reaches to touch his chin."--British Museum online catalogue.
8427163	True	[]	True	True	['1804', '1804']	['1804', '1804', '1804']	1804	"A bird with human face squats on the back of a cow crowing at another fallen bird."--British Museum online catalogue.
8430631	True	[]	False	False	[]	['1804', '1804']	1804	A man selling watercress, from a basket, in Hanover Square.
8431609	True	[]	False	False	[]	['1766', '1766']	1766	Inside a large room, a bearded man dressed in a fur-lined short coat and a fur hat, in a Dutch-style, sits at the table assessing the contents of a bottle he is holding up in his right hand. With his left hand he holds open a book. Several other volumes are heaped on the table, next to which is an ink-well and hour-glass. A sad-looking woman stands next to the table, waiting for the medicine. Another woman enters through the door on the right. Several containers, including bottles and jars, stand on the floor around the room. In the background, a man sitting at a long bench is busy mixing contents in a mortar, while another man, standing next to him, is adding to it some liquid. On the shelf above them are many more bottles and jars.
8433678	True	[]	False	False	[]	['1765', '1765']	1765	In a chemist's workshop, a man sits at a table made of a slab of wood placed over a brick structure, as he mixs the contents of a pot placed on a burner. A large mortar with pestle and a couple of glass bottles stand next to the burner. To his left, a young man with a hat covering part of his face is reading aloud from a sheet of paper while a third man, in a tall hat, is looking over his shoulder.
8435244	True	[]	True	True	['1804', '1804']	['1804', '1804', '1804']	1804	"A doctor addresses a cobbler who is working in his booth on the pavement, with a woman listening to their conversation."--British Museum online catalogue.
8438263	True	[]	False	False	[]	['1804', '1804', '1799']	1804	A prosperous farmer, who leans on his walking stick as he stands over his chubby, young worker who is caught resting under a tree; he scratches his head as he leans up on his elbow.  His scythe is half-hidden in the left foreground. On the right in the distance, a woman and two other young men rake the hayfield. The farmer's dog sniffs the ground, right foreground.
8438345	True	[]	False	False	[]	['1812', '1812']	1812	An austere-looking man with a shaved head and ragged clothes, kneels in prayer before his simple meal, unaware that as he recites his blessing, his cat is drinking from his bowl. On the table is a book on which lay his spectacles; his hat hangs off the back of his chair. On the wall behind them is a picture of the three crosses on Calvary.
8438384	True	[]	False	False	[]	['1812', '1812']	1812	A politician sits center in a chair before a table with a single candlestick on top.  He holds the candle itself in his hand as he closely examines a sheet of paper, oblivious to the fact that the candle is burning a hole in the brim of his hat. Behind him on the wall on either side are two wall maps, one of western Europe and the tip of northern Africa and the other of the Americas and Asia.
8438394	True	[]	False	False	[]	['1812', '1812']	1812	A country woman in an apron and cloak, hands on her hips, laughs as she watches the havoc caused by a sow and her piglets who run in all directions on the road. A horse rears in panic and topples acouple and their buggy. Another man on horseback is pitched forward as his horse noses the piglet caught between his front legs. In the distance beyond a stone wall on the left is the town dominated by four steeples, on the right trees. While the woman is looking away, two small boys, eyeing her carefully, steal from the contents of her wheelbarrow.
8438404	True	[]	False	False	[]	['1812', '1812']	1812	The highlander falls back against a table, his one leg held by the 'druid' who sits on a chair made from a barrel as he tends a wound on the Scotsman's calf.
8438412	True	[]	False	False	[]	['1812', '1812']	1812	A French woman engages in a fist fight with a startled customer as his friend looks on in horror.  Her hook-nosed colleague sits at a table and extends an offer of a shellfish (lobster?) the brawlers.
8446650	True	[]	False	False	[]	['1756', '1764']	1756	A group of four scholarly-looking gentlemen is engrossed in discussion over the meaning of an inscription carved on a very large stone to their right. One of them is pointing to the inscription, another is trasncribing it into his notebook. All bear on their faces an expression of puzzled effort.
8446771	True	[]	False	False	[]	['1764', '1764']	1764	Two men sit on benches at a low table playing cards (putt) as a third person looks on.
8446853	True	[]	False	False	[]	['1764', '1793']	1764	Two men sit on benches at a low table playing cards (putt) as a third person looks on.
8447611	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, a dwarf hunchback in a costume resembling Spanish military uniform of the 16th century walks to the right, holding in his right hand a banner on which is engraved the title of the series. He is looking back over his shoulder at another figure in a similar period costume, who follows him while beating a large drum.  In the lower image, two similarly dressed dwarf hunchbacks face each other in a posture suggesting readiness for a fight. The figure in the foreground holds his pike at the ready, while his companion in the background rests his on left shoulder.
8447659	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, two dwarf  hunchbacks face each other in argument as the one on the left, while gesticulating with his left arm, holds in his right hand, hidden behind his back, a knife or a stick. His agitated opponent is pulling a sword from its sheath. In the lower image, a dwarf hunchback approaches from the left with a plate of food in his outstretched right arm. He presents it to an androgynous-looking figure standing behind a table and pointing to its surface. The latter raises a goblet above his head in a toast.
8447765	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, a dwarf hunchback with a walking stick carries on his shoulders another dwarf hunchback who holds a book in his right hand. In the background are ruins of a castle. In  the lower image, a bearded dwarf hunchback wearing eyeglasses and a pointed hat trimmed with fur capers merrily while playing a tambourine. His companion on the left dances to its rhythm.
8448299	True	[]	False	False	[]	['1765', '1765']	1765	Both images show two dwarf hunchbacks in an open landscape. In the upper image, the hunchback on the right sits on a mound, playing a trumpet while his companion on the left, with a beard and a pointed hat, dances to the music. In the lower image, the two figures engage in a conversation.
8448430	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, two dwarf hunchbacks, a woman, and a man, walk from left to right, pointing towards the right with their left hands. In the lower image, two dwarf hunchbacks, dressed in a costume resembling that of the 16th century, count coins spread on a block between them. The hunchback on the left leans over the the block and appears to be ready to scoop the coins while his companion on the right is pointing to one of the heaps with his right hand, his left arm raised. He has a dagger attached to his belt.
8448459	True	[]	False	False	[]	['1765', '1765']	1765	Each image shows two dwarf hunchbacks dressed in 16th century attire. In the upper image, they sit on the opposite sides of a block, playing cards. The figure on the right, sitting with his legs crossed, is about to show a card, as his companion has already shown his card. In the lower image, the figures roll the dice on a small stone plinth, in the foreground two small pails probably used as dice-boxes.
8448629	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, two hunchbacks, dressed in 17th century costume walk to the left in a sagging gate following each other. The figure on the left wears a large hat with plumes, a tip of a long sword protrudes from under his cape. The figure on the right laughs as he points to his companion's back. Both have spurs attached to their boots. In the lower image, two figures travel in an open landscape, one on foot, the other, following him, on a donkey. The latter is holding a scroll in his left hand.
8448700	True	[]	False	False	[]	['1765', '1765']	1765	In the upper image, a hunchback woman, sitting on the base of a pillar in a large building and holding a distaff in her left hand, examines the palm of another hunchback standing in front of her, his hat in his other hand. The man is smiling while the woman looks serious. In the lower image, two dwarf hunchback children fight. The larger of the two boys holds his opponent by the hair while raising in his right arm a distaff from which falls a spindle, unrolling the thread. The smaller boy, on the left, holds the other's arm, ready to stub him with a sabre he holds in his right hand.
8449147	True	[]	False	False	[]	['1765', '1765', '1765']	1765	A medley of images with a portrait of John Gay; half length, to the right, wearing a cap and plain jacket; in oval; in a medley of prints, set on background of a letter; the prints titled 'The Spell', 'The Judgement', and 'Bumkinet's Advice'; two further panels, one with a coin of George II, the other lettered 'A new Deceptio Visus. Engrav'd and sold by Geo. Bickham, in London' [part of address erased].
8458171	True	[]	False	False	[]	['1763', '1763']	1763	A man stands full length facing the viewer wearing a hat and large coat, leaning on a walking stick in his right hand.  He has a sheaf of papers over his left forearm with the words "Peace French & Spanish terms-".  A speech balloon from his mouth reads, "If you dont care we'l [...] you all by St. Andre."
8458205	False	[]	True	True	[]	['1763', '1763', '1763']	1763	"A complicated and fantastic design. The title implies the annual election of East India directors on the second Wednesday in April (11 Apr. in 1827). The Directors, twenty with portrait heads, with one or two shadowy heads behind, have wolves' paws, and wear, below their shoulders, sheeps' fleeces inscribed Golden Fleece or Fleece. In the middle sit the Chairman and Deputy Chairman, two profiles joined Janus-like. One (Lindsay, the Deputy), in profile to the left, says: Adsum qui feci in me convertite ferrum [sic]. The other (Sir G. Robinson, the Chairman), says: Nostrum sex sumus, discedentes lucemus et aucto splendore resurgemus [he is one of the six retiring Directors, to be re-elected after a year]. Before him are a book, Stamp Office Ledger. This could a tale unfold; a print of a man carrying a globe on his back (he was Chairman of the Globe Insurance Office), and papers: Joint Stock Companies and Morning Paper. In another presidential chair (right), at right angles to the Directors, sits a fierce-looking man with bull's horns holding a scourge inscribed The Board of Controul [showing he is Wynn, President of the Board]; he says: These wolves in sheeps cloathing must not take all the prey, give us John Bulls share. Facing him from the extreme left is a man at a slightly lower desk, who says: We care not a jot for the court of Proprietors.  In the foreground are the Proprietors, grouped in three categories of animals. A pack of large dogs, 'the requisitionary pack', with human (portrait) heads, runs forward from the right, where there are circular tiers of benches (as used by the Proprietors on Court Days). The foremost is Cato, saying, Chairman you are all out of order, as to your lawyers I put them all at defiance. At his feet are papers: He gave him a Roland for his Oliver; A free Press, and Universal Knowledge. Next is Cæsar, saying, We are allowed in Parliament to ask questions Nemo nos impune lassessit [sic]. Argus [? Hume], with National reform in Church and State at his feet, asks: I am my own dog whose are you?. Cerberus answers: I am the House Dog but to your pack Adieu [perhaps James Rivett Carnac, Director-elect in place of Bosanquet]. Jason [? Capt. W. Maxfield], leaping over a paper inscribed The Bombay Marines Lamentations over their unmerited sufferings, says: I care not a fig for your majorities while truth, reason, and justice are on my side. Mad Tom says: One gymnastic leap would place me within the bar before you could say Jack Robinson. The last dog, P. Pry [see BM Satires 15138], its head obscured, barks at Wynn: Bow, Wow wow! Two other dogs with human heads are indicated, and there are also an obscure couple of normal dogs, saying, Pointers have good noses & capital eyes for fat bones. ..."--British Museum online catalogue.
8459221	False	[]	False	False	[]	['1843', '1843']	1843	Round-faced Chinese men depicted in traditional hats, shoes and pants but bodies in the shape of round, ornately painted Chinese teapots stagger to the left, some holding sticks. Young boys with tea cups and saucers on their heads struggle behind them, two having tripped and fallen.
8459232	False	[]	False	False	[]	['1843', '1843']	1843	Six Chinese men depicted in traditional costume and queues walk in a line towards the left, all holding or smoking opium pipies. The two in the lead hold their heads in pain. The third man has just exhaled a large puff of smoke as he turns to the fourth man who leans heavily on his left arm, gray-faced and slightly doubled over in distress. The last man in the line has a devious look on his face as he pulls the queue of the fifth man who whinces in pain.
8465589	True	[]	True	True	['1804', '1804']	['1804', '1804', '1804']	1804	"Three wives of tradesmen dispute their precedence on a visit."--British Museum online catalogue.
8465689	True	[]	False	False	[]	['1763', '1763', '1763']	1763	A cross-looking man stands looking right, holding his walking stick and hat.
8466017	True	[]	False	False	[]	['1763', '1763', '1763']	1763	Two fashionably-dressed men stand in profile facing each other in a conversation.
8466035	True	[]	False	False	[]	['1763', '1763', '1763']	1763	A short man on the left stands in profile, chapeau bras, pointing towards a very large man approaching him from the right.
8469721	False	[]	True	True	[]	['1763', '1763']	1763	"A broadside satirising Lord Bute, his Cider Excise scheme, and the Peace Treaty of Paris (1762); with an etching showing a podium with King George III seated on a throne, in front of him a group of men (aldermen) delivering a petition; on the right Lord Bute, dressed in tartan; with engraved speech bubbles and inscriptions, and with letterpress title and verses in one column."--British Museum online catalogue.
8475280	True	[]	False	False	[]	['1804', '1804', '1804']	1804	A horseback rider is stuck in a slough as a farmer worker (clown) looks on.
8484450	True	['1854,0513.487']	False	False	[]	['1807', '1807', '1807']	1807	Illustration to Gay's 'A Beggar's Opera' from 'Inchbald's British Theatre'. An interior scene with a Peachum and Polly administering a drink to Mrs. Peachum, who is lying back with her eyes closed in a chair, having had a fit at learning about the marriage of Polly and Macheath; a fireplace with a fire screen and mantel with jars seen in the background at the right.
8503010	False	[]	False	False	[]	[]	0000	A collection of proof plates by George Cruikshank, 206 plates on 172 sheets in the 4to vols. and 187 plates on 114 sheets in fol. vol.
8509502	True	[]	False	False	['1805', '1822', '1822']	['1805', '1822', '1822']	1822	A confrontation between an English man and the French waiter in a restaurant.
8510361	True	[]	True	True	['1805', '1805']	['1805', '1805']	1805	"Two grotesque and foolish connoisseurs standing admiring a collection of Egyptian statuary, both looking at a mummy case at left, one simpering, pointing and looking through pince-nez, the other squinting through a short spyglass; the antiquities include another mummy case, male and female statues, two sphinxes and a grotesque sculpture of a dog on a plinth decorated with hieroglyphs."--British Museum online catalogue.
8512648	False	[]	False	False	[]	['1762', '1762', '1762', '1762']	1762	A letterpress broadside with verses of a song in two columns satirizing the Bute administration's overtures for peace with France, suggesting that making peace and handing English conquests to France are motivated by the Duke of Bedford's personal interest to escape paying the Land Tax to support the war. With an etching at top showing Lord Bute on the left offering a scroll to two Frenchmen who are holding the British lion on a chain. One holds a flag with a large jack-boot, the emblem of Lord Bute. In the lower left a tomb decorated with a skull and crossbones and the words "British glory obit 1762".
8514354	False	[]	False	False	[]	['1762', '1762']	1762	Satire of a witch carrying two Scotsmen on a broomstick from Edinburgh to London, the thistle being an emblemic reference to Scotland and the crown, to England. The coat of arms engraved at top of image with quote from Hopkins Junr. on left and Joel Chap. 2, Ver. 3. The title is a reference to Fingal by James MacPherson.
8516290	False	[]	False	False	[]	['1805', '1805']	1805	Illustration at the head of Henry Carey's poem (also sometimes 'Sally of our alley') in letterpress, shows a scene in a cobbler's work-room. The apprentice has thrown down a shoe on a last to embrace 'Sally', unconscious of his master who stands behind him with lifted strap.
8516705	True	[]	True	True	[]	['1805', '1805', '1801']	1805	"A social satire showing two clerics seated at a table, one fat and with a brimming tankard of "Tythe Beer", the other thin, his elbows resting on a book entitled "Fast Days"; the floor is littered with papers of "Threadbare Sermons" and "Temperance Preached 40", "Humility Preached Ten Times" etc."--British Museum online catalogue.
8517139	True	[]	False	False	['1806']	['1806', '1806']	1806	A quaint delineation of a church-interior during service; the pastor, who is somewhat of the Dr. Syntax type, is holding forth. There is a squire's pew, a rosy, sleepy clerk, a large leavening of fat slumberers (among the rest the sexton and pew-opener), a crowded gallery, worshippers both devout and careless, gazers through curiosity, and the usual elements which made up a grotesque-looking country congregation at the end of the last century, including a man with crutches and a peg leg.
8517584	False	[]	True	True	[]	['1806', '1806', '1806']	1806	"George III (l.) steps from the throne to the front of the dais to inspect Fox through his glass. His pose resembles that of BMSat 10019, but the glass is in the r. hand, and the Garter ribbon crosses the 1. shoulder. A beefeater stands beside the dais. Fox (r.) stands, chapeau- bras, facing him in profile to the left., his right. hand on his breast. Grenville, full face, stands between them, presenting Fox. He says: "The hon'ble Charles James Fox Your M------ a Man whose abilities the World have long admired, and whose Loyalty - Integrity & Honor - I will answer for." The King says, "What - what - what - Fox - Fox - Fox - Very glad to see him - very glad to see him Honest Man - Honest Man - great Abilities heard stories about him and Boney - don't believe it - dont believe it - be my secretary - be my Secretary of State!!" Fox answers: "The confidence which your M------ is pleased to repose in me, makes me truly happy, I beg leave to assure your M------ that the honor of your M----- Crown & the Glory of my Country is nearest my Heart, and while I am your M------ servant no Foreign Power shall dare insult the One, or diminish the Other.""--British Museum online catalogue.
8517761	False	[]	False	False	[]	['1762', '1762']	1762	A satire on a Highland soldier's attempts to use a lavatory in London. A Scot in Highland dress and wearing a feathered cap is seated in a latrine, his legs thrust down two holes in the board as he urinates onto the floor. Behind and to the right on the stone wall are posted various drawings and broadsides.  His sword is to his right.
8523437	False	[]	True	True	['1763']	['1762', '1762', '1763']	1763	"Satire on the influence of Lord Bute on the young George III, showing the king and queen, as a lion and lionness, in a coach decorated with thistles, driven at speed by Princess Augusta with Bute at her feet whipping on the horses and throwing out coins; Britannia has fallen and is about to be run over by the coach. Henry Fox rides postillion, asking for instructions from Bute who replies that the route is "through [the Princess of] Wales". A Scots footman warns that William Pitt is following; Pitt and Newcastle gallop after the coach while Cumberland has been thrown from the "H[anove]r" horse". Lord Mansfield and another Scottish peer (identified in the verses below as "Jockey Americanus") ride beside the coach "to guard 'em along". A group of Scotsmen in the foreground cheeer Bute on. Etched title and three columns of verse below."--British Museum online catalogue, description of alternate state.
8523658	True	[]	False	False	[]	['1762', '1762']	1762	In an almost empty kitchen one of two fireplaces is not in use and holds a vase of flowers. Above it hangs a ham, a fish and a fish head, and a flitch of bacon. In the foreground, an elegant gentleman, Lord Talbot, appointed Steward of the Household in March 1761, reproves the cook, saying "Why such waste." With his right hand he is pointing to a man kneeling before him, a small emaciated dog beside him. The obese cook replies, "I must quit the service." Behind him, a servant sits at a large empty table, head in hand, saying, "Times are altered." Another servant behind the cook turns to leave the room, saying, "I shall have an to mysel." Under the table lie two large, empty baskets.
8533355	False	[]	False	True	['1806', '1806']	['1806', '1806']	1806	A night scene (or early morning) in a London street. A countryman responds to the advances of two young prostitutes, one of whom takes a handkerchief from his coat-pocket. They are lit by the lantern hanging in a watchman's box; the aged watchman sleeps, leaning his arms on the half-door. Behind, in shadow, are the houses. Below the title: Careful Observers, studious of the Town, Shun the Misfortunes that disgrace the Clown. Gay's Trivia.--British Museum online catalogue.
8533477	False	[]	True	True	[]	['1806', '1806']	1806	"Fox as Abdallah, captain of the thieves, leads his band towards the treasure-cave; he stands in profile to the right., facing the cave where a Chancellor's gown and a Chief Justice's gown are suspended. On a table decorated with the Royal Arms are three coronets; in front of it, two sacks of 'Cash', a mace, large rolls of parchment inscribed 'Places' and 'Pensions'. The thieves all wear jewelled turbans with aigrettes, Turkisn trousers tucked into boots, zouave jackets edged with fur over short sleeves. Each holds a sabre. Fox exclaims "Open Sesame." The thieves are crowded together behind Fox and Sheridan, who points to the cave, turning round to say: "Glorious spoils comrades in this Cavern of Ours, surely there is enoug to satisfy us all, I long to lead a sober steady Life." The other thieves are not characterized, and it is not clear to which speaker the different speeches belong. Behind and between Sheridan and Fox is Sidmouth saying: "Blister me [cf. BMSat 9849] if I dont think my exploits deserve that roll of Parchment." Windham (regarded as a war-monger, cf. BMSat 9871), says: "I should like a little cutting and slashing befor I left off Buisiness!" The Marquis of Buckingham, indicated by spectacles, says: "If the Cady will but make me a Viceroy ill give up this buisiness at once." This speech is also connected with Bedford's profile Next the head of the latter is that of the tall Moira. Erskine (1.) says: "I'll take the black gown trim'd with gold, and the valuble [the mace] that belongs to it. for my share". An unappropriated speech must belong to Ellenborough (not discoverable): "Well I'll take the one with the Fur upon it, and some thing to make up for the want of Gold trimming." Others of the band are little Lord Henry Petty looking up at Sheridan and the bulky Grenville with his sabre resting on his shoulder. Profiles suggest Burdett (on the extreme left.) and Grey."--British Museum online catalogue.
8540235	True	[]	False	False	[]	['1806', '1806']	1806	A young, rotund friar sits at a table well-set with carafes, one each of red and white, and with plates of lushious fruit.  He smiles as he raises his glass and looks at the viewer.  Through the window (left) peeps a pretty young woman with a shawl over her head; she smiles slightly.
8541052	True	[]	False	False	['1806', '1806']	['1806', '1806']	1806	A satire on the impeachment of Lord Melville, with politicans heads on dogs bodies.
8543166	False	[]	True	True	[]	['1806', '1806']	1806	"The globe is the 'State of the Nation', a parliamentary phrase implying a vote of censure on the conduct of the Ministry. It is covered with islands in a 'Sea of Tribulation'. These are: '10.000 Pr An for an Apostate intended Princess'; 'Large Grants to relatives of decased [sic] Hero's'; 'Large Sums voted to Younger [The word has been etched over 'relatives'.] Branches of large Families'; 'Taxation Island'; 'Property Tax Assess'd Taxes Tax upon Tax' [twice], with smaller islands inscribed [four times] 'Tax upon Tax'. For the property-tax and budget see BMSats 10557,10564, &c. The 'Apostate Princess' is Mrs. Fitzherbert, in the public eye through Jefferys's pamphlet, see BMSat 10589, and the final decision of the House of Lords in the Seymour case (14 June 1806), see BMSat 10389. The 'deceased hero's' are Nelson and Rodney, Nelson's (collateral) heirs obtaining an annuity of £5,000 and a capital sum of £120,000. 'Parl. Debates', vii. 141-5 (13 May). The pension of £1,000 to Lord Rodney's son was continued to his grandson. Ibid., p. 902 (3 July). By the Royal Family Annuities Bill large additions were made to the incomes of the Duke of Clarence and his younger brothers, of the princesses, and their niece Princess Charlotte of Wales, and of the widow, son, and daughter of the Duke of Gloucester, the King's brother who died in 1805. Ibid., pp. 875, 923, 968, 1103 (2-11 July). The grants were attacked by Cobbett, see 'Pol. Reg.' x. 33 ff., 65 ff. (12, 19 July). Cf. BMSats 10697, 10704. The features of the 'Opposition Winds' are distorted, but they seem to be (r.) Canning and Castlereagh, and (l.) Perceval and Hawkesbury."--British Museum online catalogue.
8543851	True	[]	True	True	['1806', '1806']	['1806', '1806', '1806']	1806	"Scene on a battle field with a woman in military uniform dying in the arms of her lover who wields a sword."--British Museum online catalogue.
8544004	False	[]	False	False	[]	['1762', '1762', '1763']	1762	Satire of a witch carrying two Scotsmen on a broomstick from Edinburgh to London, the thistle being an emblemic reference to Scotland and the crown, to England. The coat of arms engraved at top of image with quote from Hopkins Junr. on left and Joel Chap. 2, Ver. 3. The title is a reference to Fingal by James MacPherson.
8545252	False	[]	True	False	[]	['1762', '1762', '1764']	1762	"An etching, showing Earl Talbot, who was Lord Steward of the Household, standing behind a "Fire Screen", on the floor near which are two saucepans ... duel ... Bagshot Heath"-- British Museum catalogue.
8545808	True	[]	False	False	[]	['1791', '1791']	1791	Eight figures in two rows are depicted reading Thomas Paine's pamphlet The Rights of Man, each gesturing dramatically and each with a lengthy quote above his head either praising or denouncing the ideas expressed.  On the top row are Edmund Burke (reading the passages referring to himself), Charles Fox, George III, and Charles Jenkinson. In the second row, Queen Charlotte, Mary Wollstonecraft Godwin, William Pitt, and Richard Sheridan seem to address each other in a similarly lively debate of contrasting responses to Paine's arguments.
